0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,26,0,72,0,58,77,8,0,0,41,0,0,0,0,49,85,66,0,11,45,29,83,20,38,84,9,60,7,40,17,67,74,12,82,86,19,55,6,93,28,0,96,91,2,0,0,0,0,5,0,0,59,39,54,0,89,0,50,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,21,0,82,0,0,30,0,0,0,17,0,95,0,100,56,23,31,98,0,13,0,11,0,0,8,0,92,73,75,70,84,43,61,44,0,24,53,5,65,27,59,0,88,18,0,83,48,62,9,39,81,0,69,34,57,97,66,6,12,33,0,51,0,0,40,0,79,0,32,25,93,35,28,0,91,0,7,0,0,0,22,0,0,4,0,42,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,79,72,0,29,28,0,24,11,83,0,0,94,66,71,92,0,57,0,67,0,52,95,34,81,65,21,48,47,54,86,76,26,78,0,93,63,12,22,33,85,1,61,20,56,0,10,51,53,45,39,13,42,59,64,36,84,27,44,0,60,0,91,0,4,14,3,30,0,0,46,80,50,0,68,16,0,73,74,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,3,0,0,0,24,0,0,0,0,89,50,53,94,0,86,5,33,0,39,60,0,44,35,0,91,6,82,0,36,18,100,0,0,27,0,10,0,80,0,90,34,46,74,11,67,71,30,66,99,64,77,84,28,0,38,0,72,0,92,0,0,79,1,14,0,55,88,98,0,9,95,0,51,85,0,43,21,96,0,23,48,42,65,0,0,0,0,63,0,0,0,61,0,0,0,0
0,0,0,79,0,0,0,26,62,0,88,0,93,0,7,12,0,98,0,45,0,0,0,0,9,30,74,61,0,86,2,68,72,67,6,40,0,51,59,33,91,18,17,0,21,75,0,42,85,95,31,24,100,0,4,3,0,15,13,96,35,56,11,0,99,23,77,71,19,60,49,0,58,22,36,80,0,0,0,0,38,0,57,0,53,43,0,5,0,8,0,32,46,0,0,0,34,0,0,0
0,0,0,0,0,96,0,0,0,0,0,0,0,65,39,0,0,0,0,51,88,49,7,0,21,89,20,19,93,64,46,12,0,77,99,98,1,83,57,31,36,79,4,0,28,97,50,10,70,43,60,35,37,44,40,76,0,71,75,11,32,61,48,16,3,94,25,0,78,81,33,68,63,73,47,15,0,67,8,38,84,0,0,0,0,72,45,0,0,0,0,0,0,0,5,0,0,0,0,0
0,0,0,0,0,0,0,20,0,46,63,0,60,35,0,62,37,56,40,1,24,0,18,0,27,32,0,38,41,65,0,0,50,7,5,86,64,42,4,0,54,48,92,49,81,0,39,25,61,58,2,57,22,14,0,16,87,80,68,91,0,82,21,10,88,31,9,90,0,0,94,45,72,0,69,53,0,70,0,84,67,85,12,33,59,0,36,44,0,95,17,0,26,0,0,0,0,0,0,0
0,0,0,27,74,86,0,0,0,84,25,0,0,92,0,61,42,20,0,44,0,40,0,5,97,0,81,0,10,73,78,55,58,53,0,45,96,56,28,19,82,62,16,35,98,32,100,0,2,57,29,52,0,50,36,54,23,70,65,8,38,18,89,4,85,0,63,30,37,15,46,21,0,76,0,13,17,0,34,0,75,0,71,90,14,0,79,0,0,69,33,0,0,0,41,68,80,0,0,0
0,0,0,0,0,0,2,65,28,33,0,36,10,77,59,0,0,99,0,8,4,0,69,53,17,84,70,96,47,14,37,9,0,91,32,0,39,94,87,0,1,30,19,64,89,0,6,31,52,51,49,63,7,41,0,21,46,43,90,97,0,83,45,67,0,75,95,0,74,58,20,62,86,92,42,56,81,24,0,71,82,0,29,0,0,93,54,76,3,0,50,85,38,55,0,0,0,0,0,0
0,0,0,0,0,3,0,25,95,39,0,0,0,0,80,0,48,30,56,0,0,0,0,0,0,77,0,18,12,90,0,0,60,5,0,76,0,0,0,87,0,0,0,0,0,63,0,0,82,29,58,44,0,0,9,0,0,0,0,0,24,0,0,0,45,0,11,15,0,0,47,57,84,0,17,0,0,0,0,0,0,75,49,66,0,37,0,0,0,0,46,97,33,0,65,0,0,0,0,0
0,0,0,0,0,77,87,93,0,34,0,0,3,73,0,0,26,42,0,50,0,0,0,0,8,97,0,0,51,69,0,66,0,0,0,0,0,28,71,99,94,67,0,72,47,0,13,41,0,0,0,0,36,56,0,43,95,0,15,63,75,20,4,0,0,0,0,0,83,0,12,33,0,0,37,92,0,0,0,0,44,0,31,55,0,0,10,80,0,0,30,0,96,9,52,0,0,0,0,0
0,0,0,0,78,54,0,0,35,67,0,0,0,0,45,0,9,84,20,47,0,0,63,91,0,0,86,1,0,74,83,0,16,82,55,0,10,92,21,46,33,85,64,79,22,0,44,62,95,12,37,98,6,26,0,71,18,38,27,53,80,99,58,31,0,28,76,13,0,77,4,0,61,7,0,0,90,81,0,0,32,3,11,8,0,97,0,0,0,0,88,48,0,0,15,23,0,0,0,0
0,0,0,0,30,0,45,66,79,16,0,0,0,0,0,94,59,28,33,11,44,10,72,75,0,78,7,82,73,13,0,34,0,0,17,27,58,0,53,97,87,46,49,14,0,38,0,0,68,80,23,74,0,0,99,0,90,85,2,42,8,89,0,71,51,86,0,0,57,0,1,35,64,15,40,0,22,20,83,9,29,76,77,18,84,0,0,0,0,0,6,43,95,98,0,31,0,0,0,0
0,0,0,4,0,38,9,0,90,12,0,99,0,8,60,0,70,81,44,55,0,0,36,0,0,67,24,0,62,22,0,0,57,0,69,51,25,13,98,63,21,0,34,28,1,53,66,23,45,39,84,5,89,30,49,19,93,59,0,16,47,7,10,68,35,33,0,92,0,0,48,86,0,11,88,0,0,80,0,0,65,52,72,64,0,27,74,0,96,0,18,37,0,32,82,0,3,0,0,0
0,0,0,22,0,0,0,0,69,1,0,0,0,93,0,71,34,0,92,0,0,38,6,28,65,87,33,14,4,17,94,80,31,0,67,36,72,77,81,0,0,60,18,37,74,0,56,43,84,15,50,45,55,66,0,68,64,8,78,0,0,79,46,12,40,44,0,96,82,32,27,10,89,19,49,95,98,91,58,0,0,70,0,9,51,0,85,0,0,0,35,11,0,0,0,0,99,0,0,0
0,0,0,0,97,88,50,0,44,64,0,0,38,67,37,51,0,15,0,58,0,0,0,40,84,98,42,47,25,0,20,18,91,52,0,14,95,93,0,3,83,70,6,0,7,89,96,65,81,8,82,48,33,46,28,61,0,32,21,24,16,0,19,54,63,0,55,2,30,1,0,53,75,23,45,73,69,0,0,0,59,0,5,0,4,86,13,43,0,0,80,10,0,57,49,76,0,0,0,0
